id,audio_file,speaker,region,dialect,language,duration_seconds,transcript,text
audio_01494,audio_01494.wav,Priya,Latin America,Canadian English,English,57.41,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_01495,audio_01495.wav,Zara,North America,Canadian English,English,96.29,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01496,audio_01496.wav,Priya,Eastern Europe,Canadian English,English,101.6,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_01497,audio_01497.wav,Mira,Oceania,Indian English,English,45.01,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01498,audio_01498.wav,Lina,Western Europe,African English,English,111.21,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_01499,audio_01499.wav,Nora,Middle East,Standard English,English,97.95,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01500,audio_01500.wav,Mira,South Asia,Arabic-accented English,English,61.08,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01501,audio_01501.wav,Ibrahim,Eastern Europe,British English,English,133.73,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01502,audio_01502.wav,Nora,South East Asia,British English,English,26.15,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_01503,audio_01503.wav,Hassan,South East Asia,African English,English,30.5,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_01504,audio_01504.wav,Zara,North America,Indian English,English,25.41,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_01505,audio_01505.wav,Mateo,Western Europe,Canadian English,English,17.65,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_01506,audio_01506.wav,Leo,Eastern Europe,Spanish-accented English,English,121.22,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01507,audio_01507.wav,Ibrahim,Middle East,Standard English,English,68.51,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_01508,audio_01508.wav,Ibrahim,Oceania,British English,English,27.44,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_01509,audio_01509.wav,Sofia,Latin America,Spanish-accented English,English,43.2,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_01510,audio_01510.wav,Amina,Oceania,Indian English,English,39.53,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01511,audio_01511.wav,Emil,Middle East,British English,English,46.96,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
