id,image_id,title,year,era,location,artifact_type,subject,caption,text
hist_01478,img_01478,Baghdad Letter - 1713,1713,Medieval Period,Baghdad,letter,cultural festival,"A letter from Baghdad depicting cultural festival during the medieval period around 1713. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Baghdad Letter - 1713. This object was discovered in Baghdad and relates to cultural festival. It dates to approximately 1713, representing a period of cultural, trade, or political activity."
hist_01479,img_01479,Kyiv Document - 1692,1692,Industrial Age,Kyiv,document,battlefield,"A document from Kyiv depicting battlefield during the industrial age around 1692. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Kyiv Document - 1692. This object was discovered in Kyiv and relates to battlefield. It dates to approximately 1692, representing a period of cultural, trade, or political activity."
hist_01480,img_01480,Cuzco Portrait - 1867,1867,Colonial Period,Cuzco,portrait,battlefield,"A portrait from Cuzco depicting battlefield during the colonial period around 1867. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cuzco Portrait - 1867. This object was discovered in Cuzco and relates to battlefield. It dates to approximately 1867, representing a period of cultural, trade, or political activity."
hist_01481,img_01481,Paris Document - 1953,1953,Ancient Era,Paris,document,battlefield,"A document from Paris depicting battlefield during the ancient era around 1953. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Paris Document - 1953. This object was discovered in Paris and relates to battlefield. It dates to approximately 1953, representing a period of cultural, trade, or political activity."
hist_01482,img_01482,Alexandria Letter - 1472,1472,Colonial Period,Alexandria,letter,city planning,"A letter from Alexandria depicting city planning during the colonial period around 1472. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Alexandria Letter - 1472. This object was discovered in Alexandria and relates to city planning. It dates to approximately 1472, representing a period of cultural, trade, or political activity."
hist_01483,img_01483,Delhi Photograph - 1291,1291,Industrial Age,Delhi,photograph,civil ceremony,"A photograph from Delhi depicting civil ceremony during the industrial age around 1291. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Delhi Photograph - 1291. This object was discovered in Delhi and relates to civil ceremony. It dates to approximately 1291, representing a period of cultural, trade, or political activity."
hist_01484,img_01484,Moscow Statue - 1574,1574,Early Modern Era,Moscow,statue,battlefield,"A statue from Moscow depicting battlefield during the early modern era around 1574. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Moscow Statue - 1574. This object was discovered in Moscow and relates to battlefield. It dates to approximately 1574, representing a period of cultural, trade, or political activity."
hist_01485,img_01485,Mughal court Artifact - 1808,1808,Early Modern Era,Mughal court,artifact,trade route,"A artifact from Mughal court depicting trade route during the early modern era around 1808. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Mughal court Artifact - 1808. This object was discovered in Mughal court and relates to trade route. It dates to approximately 1808, representing a period of cultural, trade, or political activity."
hist_01486,img_01486,Venice Statue - 1373,1373,Industrial Age,Venice,statue,scientific expedition,"A statue from Venice depicting scientific expedition during the industrial age around 1373. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Venice Statue - 1373. This object was discovered in Venice and relates to scientific expedition. It dates to approximately 1373, representing a period of cultural, trade, or political activity."
hist_01487,img_01487,Rome Map - 1838,1838,Medieval Period,Rome,map,colonial exchange,"A map from Rome depicting colonial exchange during the medieval period around 1838. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Rome Map - 1838. This object was discovered in Rome and relates to colonial exchange. It dates to approximately 1838, representing a period of cultural, trade, or political activity."
hist_01488,img_01488,Baghdad Artifact - 1404,1404,Modern Century,Baghdad,artifact,city planning,"A artifact from Baghdad depicting city planning during the modern century around 1404. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Baghdad Artifact - 1404. This object was discovered in Baghdad and relates to city planning. It dates to approximately 1404, representing a period of cultural, trade, or political activity."
